,GPS,IMU,VelocidadLlantas,PorcentajeLlenado,KilosProcesados,VelocidadTrilladora,NivelCombustible,Kilometraje,NivelAceite,PresionLlantas
3920,94.31,30.13,40.13,96.58,35.44,2.57,97.68,83.22,83.13,41.2
3921,1.65,98.57,81.12,43.72,86.33,87.97,74.02,85.51,64.46,40.8
3922,87.18,22.13,94.09,20.3,23.29,79.15,1.83,30.42,78.75,0.44
3923,40.18,61.84,37.73,56.17,92.98,82.41,18.66,15.92,21.21,33.53
3924,6.31,1.11,34.16,59.24,38.23,2.62,51.73,9.78,37.9,96.01
3925,21.07,96.93,67.05,0.19,78.48,60.68,91.48,30.83,38.46,0.04
3926,25.4,88.51,48.94,44.53,91.03,87.42,7.28,75.32,39.05,13.48
3927,64,38.35,24.95,75.78,69.55,75.71,1.83,16.39,94.92,52.1
3928,19.69,95.58,43.94,24.28,99.37,79.9,52.29,84.73,75.18,67.92
3929,32.92,4.63,79.15,98.29,56.81,33.49,76.76,46.04,33.75,61.92
3930,46.01,25.2,39.84,5.86,40.66,97.11,11.15,72.52,40.21,0.39
3931,28.24,16.29,1.17,3.83,53.39,88.35,8.6,35.89,63.57,31.9
3932,5.48,96.05,80.69,82.96,36.29,94.24,68.25,78.27,48.74,38.17
3933,57.03,18.23,41.78,23.04,59.77,6.17,27.18,9.23,25.6,89.72
3934,32.85,49.29,99.54,51.27,65.65,51.22,86.75,66.86,80.69,21.54
3935,10.88,97.34,98.8,28.92,49.27,55.35,95.49,58.22,12.46,81.45
3936,57.39,7.17,66.62,92.21,21.92,97.76,84.24,64.21,3.61,4.45
3937,51.86,16.58,45.55,92.31,98.27,89.54,52.99,2.12,23,18.29
3938,71.36,15.46,30.09,51.94,39.27,81.63,32.32,90.8,5.3,9.17
3939,60.33,80.42,34.46,22.57,32.05,83.16,71.46,81.14,36.23,98.57
3940,16.61,92.12,93.98,26.14,19.91,76.79,0.41,0.2,48.9,20.43
3941,30.26,40.55,44.29,48.86,20.56,41.68,21.06,35.8,54.74,47.03
3942,46.2,82.94,50,7.03,97.68,6.1,25.45,16.63,48.43,88.72
3943,64.29,50.08,86.58,82.48,35.15,51.93,49.95,19.51,70.32,88.82
3944,71.58,62.99,40.68,92,4.69,83.61,28.49,65.73,24.13,63.58
3945,50.12,83.78,31.46,59.27,60.34,1.93,20.03,27.31,67.82,46.42
3946,79.78,35.06,70.95,9.6,73.12,34.73,36.72,67.91,38.48,96.78
3947,71.07,57.1,16.24,37.21,41.42,52.48,74.88,70.9,33.39,47.21
3948,78.13,96.48,9.34,74.97,76.78,49.16,83.4,45.67,14.69,43
3949,4.65,15.14,19.97,86.02,23.2,11.75,9.38,86.58,64.21,27.5
3950,56.03,16.22,76.72,83.19,91.72,62.29,74.96,11.31,82.08,16.75
3951,74.71,0.06,63.11,45.19,12.15,58.17,7.33,86.65,72.92,88.81
3952,52.92,53.9,59.29,61.47,86.37,84.56,70.82,37.37,8.99,35.85
3953,93.24,52.78,9.02,93.44,75.02,79.25,88.07,66.54,70.74,72.6
3954,63.66,9.97,47.84,42.08,66.07,24.39,86.9,47.36,67.26,19.13
3955,88.7,54.94,96.29,70.5,92.59,36.15,41.17,41.46,92.71,44.67
3956,48.96,48.32,10.91,19.3,47.93,48.15,78.93,68.03,12.18,19.19
3957,16.53,76.28,47.87,15.35,8.29,85.17,40.74,25.54,44.07,45.65
3958,51.83,35.63,76.45,42.92,49.29,96.44,3.23,10.72,75.13,0.49
3959,7.68,34.07,91.83,52.17,6.92,2.46,18.33,17.88,30.62,91.74
3960,48.88,29.39,66,85.5,19.47,37.3,8.47,3.21,98.69,60.79
3961,50.9,40.39,0.38,32.8,26.95,44.12,48.75,95.71,1.58,18.66
3962,25.66,56.22,4.44,28.82,93.86,27.59,48.21,74.35,95.98,55.31
3963,88.9,54.21,26,64.46,44.28,11.47,77.63,80.18,1.86,58.5
3964,95.68,63.23,10.99,81.99,56.47,94.44,32.38,3.82,91.46,80.52
3965,60.34,3.78,77.56,94.54,33.86,75.54,68.77,42.17,85.9,87.61
3966,79.17,74.61,73.56,59.18,17.6,53.89,74.5,30.8,39.91,57.72
3967,64.06,73.27,50.72,27.37,21.15,11.53,11.72,25.37,23.39,7.68
3968,31.1,89.36,22.32,21.29,41.8,53.58,17.48,81.51,1.12,42.98
3969,71.19,40.47,97.86,75.55,78.8,74.87,36.22,69.24,22.67,92.21
3970,2.15,19.79,11.03,65.37,0.98,3.45,86.45,40.63,23.02,36.71
3971,78.53,73.13,74.42,38.63,46.87,61.83,24.27,79.15,15.79,7.95
3972,61.39,48.48,19.76,44.72,61.61,35.45,84.58,67.94,64.72,78.8
3973,54.93,85.22,10.01,5.66,60.2,95.18,15.94,27.45,48.43,61.63
3974,94.29,25.65,56.06,52.32,47.08,65.87,56.52,33.34,81.97,50.31
3975,51.12,69.82,20.05,70.08,78.57,39.97,84.9,57.73,92.17,23.88
3976,83.11,98.59,71.03,86.73,61.95,57.21,83.56,20.37,26.03,84.16
3977,57.63,53.82,82.22,91.06,89.79,27.43,29.75,61.96,77.08,99.59
3978,85.29,58.14,1.36,44.89,50.65,50.68,30.31,86.44,59.8,2.79
3979,29.82,10.53,51.72,32.93,66.4,15.23,51.75,72.46,5.54,79.06
3980,18.97,6.61,3.44,58.71,36.62,16.32,72.49,86.77,8.89,51.79
3981,4.7,99.13,82.76,51.98,34.77,10.59,67.66,67,53.41,92.28
3982,25.96,46.07,51.12,21.84,3.48,78.51,85.94,16.18,42.58,87.04
3983,90.87,33.92,73.88,38.72,77.62,40.74,59.11,60.71,15.83,71.4
3984,74.13,28.12,30.15,2.75,45.46,21.32,17.28,40.36,72.88,70.35
3985,75.22,56.69,2.9,52.09,38.48,33.31,31.59,56.54,27.31,67.75
3986,11.07,85.85,7.61,41.41,36.47,44.15,82.77,21.23,24.24,13.59
3987,1.56,43.66,85.4,13.75,66.98,79.14,10.48,45.09,67.4,6.52
3988,4.11,14.02,33.86,94.09,7.87,57.58,63.63,62.12,14.07,28.1
3989,29.75,53.31,94.45,88.84,27.07,2.94,28.16,92.42,0.84,94.67
3990,52.31,28.49,24.26,30.18,45.2,8.54,97.21,30.07,2.64,83.51
3991,62.63,47.08,74.86,80.44,17.05,91.83,12.48,40.1,28.97,27.14
3992,94.64,58.11,46.74,73.2,99.84,65.77,83.24,59.67,46.51,16.6
3993,28.56,93.04,39.1,31.19,16.97,75.45,49.64,42.75,62.3,92.04
3994,49.96,77.2,94.06,27.21,65.33,43.57,61.18,27.27,27.33,21.9
3995,7.54,74.24,4.95,99,21.72,63.83,59.93,83.33,60.6,64.39
3996,89.06,41.05,77.17,27.88,53.17,9.16,45.52,41.64,48.35,93.81
3997,88.47,65.22,76.98,8.88,5.97,70.66,89.44,58.08,40.19,92.35
3998,83.31,75.32,90.19,82.24,16.73,58.15,35.89,0.83,13.32,55.74
3999,95.49,89.33,92.64,19,14.2,33.46,91.42,60.76,99.46,9.36
4000,32.58,38.86,7.28,88.64,55.59,19.92,58.24,77.62,69.09,13.28
4001,5.04,90.7,54.39,71.89,70.37,16.94,18.38,6.32,98.95,16.51
4002,1.94,1.65,50.29,18.32,70.46,80.7,38.18,51.22,27.49,72.95
4003,67.93,45.44,42.38,70.17,99.33,43.75,89.41,2.82,11.6,45.3
4004,94.63,73.04,76.69,16.94,88.92,32.06,41.91,61.2,19.2,10.46
4005,19.14,87.99,82.39,92.34,87.26,92.42,69.11,68.43,22.94,17.24
4006,8.02,7.16,36.12,45.17,53.36,34.26,34.82,5.01,13.54,84.63
4007,46.71,16.11,1.7,77.18,3.45,35.43,98.82,28.55,49.99,11.58
4008,63.13,57.17,42.61,42.26,74.79,45.77,63.42,82.93,80.71,73.9
4009,96.67,77.56,31.94,22.87,66.23,60.97,49.47,51.18,36.28,34.36
4010,48.96,38.74,59.24,7.4,71.78,23.5,17.85,63.55,32.37,65.86
4011,64.01,8.27,74.48,51.92,74.52,11.47,87.28,61.89,56.91,40.23
4012,74.91,67,19.08,68.7,4.1,10.69,52.52,1.76,38.67,28.42
4013,96.21,71.45,64.04,71.02,38.62,27.97,6,99.92,35.74,4.96
4014,49.46,40.91,11.84,55.45,30.38,80.86,1.1,24.64,63.28,18.85
4015,17.19,14.33,45.95,50.02,0.89,58.17,88.22,82.47,95.54,63.78
4016,47.3,84.2,29.13,91.17,63.99,42.27,38.27,28.48,39.04,56.18
4017,34.83,73.97,42.12,27.31,86.27,52.42,98.89,18.43,76.54,58.39
4018,80.9,68.71,68.47,97.59,41.27,93.3,29.64,3.09,75.68,48.75
4019,45.65,35.42,60.53,58.77,67.5,68.84,69.53,93.42,51.24,88.2
4020,62.85,44.04,71.22,57.59,63.49,29.35,12.74,13.52,84.51,8.7
4021,62.43,37.63,83.87,80.32,59.49,32.73,57.62,46.1,4.53,22.06
4022,41.17,14.07,18.57,89.34,43.06,66.81,26.85,91.34,36.4,67.9
4023,8.58,87.68,76.94,43.92,73.79,13.98,36.04,55.49,11.06,15.63
4024,46.06,74.18,3.78,12.67,12.47,7.34,98.03,72.53,12.53,84.14
4025,77.84,95.75,70.77,98.77,8.91,6.69,36.51,49.26,79.81,27.44
4026,82.86,14.47,2.44,54.59,3.42,48.87,80.76,6.5,60.22,95.67
4027,21.95,77.8,70.96,51.52,93.24,90.81,62.84,32.99,54.72,32.26
4028,61.33,13.54,92.82,33.82,47.31,11.26,56.95,85.93,44.68,19.09
4029,23.6,7.96,98.38,99.97,82.58,89.01,99.16,65.59,84.13,22.3
4030,82.33,99.9,18.84,58.52,71.96,44.07,85.85,73.63,98.9,71.21
4031,20.93,51.41,13.21,21.14,94.12,75.04,19.46,20.44,30.09,57.06
4032,36.16,99.07,67.78,14.33,3.05,94.19,84.14,16.5,34.99,96.15
4033,75.54,19.74,53.03,2.03,59.64,99.37,49.93,66.28,92.42,76.37
4034,97.34,29.46,13,57.88,59.99,62.26,92.9,83.1,87.26,73.62
4035,79.28,89.42,66.31,21.39,61.75,85.31,89.4,37.3,42.58,65.57
4036,28.23,68.72,39.47,39.15,41.51,43.82,76.75,78.8,78.13,43.19
4037,11.42,69.59,97.46,53.75,46.14,60.92,5.91,52.29,58.95,22.33
4038,87.58,77.29,85.56,65.82,1.89,71.28,85.84,84.17,31.45,43.15
4039,43.21,36.99,95.06,5.85,8.85,62.65,5.36,28.51,76.92,28.45
4040,87.86,29.19,17.78,38,45.75,34.79,33.09,23.39,21.95,93.39
4041,81.92,73.35,69.67,83.67,76.15,12.98,22.17,30.06,77.36,20.35
4042,24.44,86.1,95.38,88.18,2.79,42.93,7.78,86.8,19.36,51.75
4043,79.15,67.37,56.08,41.95,73.71,77.54,64.5,19.42,0.54,87.16
4044,73.9,80.97,83.05,57,90.77,33.25,19.92,84.88,71.95,4.23
4045,82.47,3.37,78.93,90.45,12.52,65.6,79.98,14.82,19.89,81.85
4046,69.2,0.07,69.1,18.68,94.8,89.33,97.72,70.42,87.16,7.82
4047,52.95,67.19,86.41,59.47,74.25,32.93,48.59,77.05,92.75,47.05
4048,93.83,21.44,50.1,86.13,17.86,33.42,6.41,67.21,82.64,81.7
4049,74.27,5.59,29.31,97.25,89.39,76.18,62.21,41.65,54.09,93.66
4050,88.77,85.39,74.98,80.02,40.96,60.63,54.7,19.64,53.74,50.72
4051,78.26,33.45,82.31,11.93,94.63,73.9,84.68,20.47,99.37,40.2
4052,8.26,52.53,53.15,29.2,27.76,61.35,77.54,16.22,81.67,38.95
4053,17.7,17.28,26.33,24.09,87.16,90.39,96.69,47.28,41.75,54.42
4054,70.45,84.74,26.53,27.16,90.63,2.72,10.65,35.5,89.51,82.01
4055,12.01,40.5,39.46,21.32,52.31,21.75,59.06,0.85,75.58,75.73
4056,80.07,38.84,7.59,31.01,60.17,34.26,77.61,66.73,57.46,30.93
4057,18.39,78.82,40.74,84.27,2.57,51.98,42.45,58.23,50.26,94.93
4058,13.71,40.04,74.98,17.04,82.98,65.86,22.96,73.67,72.4,95.52
4059,70.84,89.99,19.96,17.29,49.82,68.13,42.25,47.41,88.24,49.94
4060,14.81,11.96,69.45,79.77,61.31,63.95,79.33,33.67,86.46,63.88
4061,19.45,52.14,31.81,40.38,28.35,25.1,96.89,18.94,37.68,14.6
4062,1.57,39.12,63.45,58.69,81.8,84.16,9.52,87.55,18.66,22.56
4063,64.42,72.57,44.49,37.74,2.17,21.51,55,72.51,71.53,10.09
4064,50.37,53.53,41.98,31.99,66.92,59.33,17.91,25.47,0.77,86.82
4065,63.5,92.82,2.89,94.02,49.86,44.97,18.64,55.97,24.68,58.5
4066,9.41,7.2,49.76,95.82,76.67,87.11,13.19,96.16,11.49,97.51
4067,23.42,41.45,58.53,76.65,14.6,82.2,61.54,18.47,15.32,69.94
4068,7.14,59.46,98.87,6.33,62.18,70.57,75.71,25.26,5.78,72.59
4069,82.88,35.84,38.15,0.75,72.74,12.9,7.42,50.49,86.93,95.57
4070,56.83,49.11,79.13,7.26,58.35,92.96,5.5,36.22,9.23,93.85
4071,6.23,77.91,78.09,66.99,64.19,79.79,97.97,86.04,40.18,1.84
4072,30.34,78.32,60.06,61.79,91.47,72.42,23.22,48.97,49.61,12.17
4073,41.65,36.7,57.99,32.13,44.04,35.08,60.91,94.54,99.68,93.77
4074,61.26,67.07,52.87,26.65,91.39,6.08,93.02,93.46,60.95,90.26
4075,97.72,87.92,83.72,83.93,13.84,92.12,64.87,55.66,94.72,90.02
4076,41.75,91.25,1.88,9.42,43.83,75.41,60.77,64.62,6.25,14
4077,49.27,30.75,9.44,55.14,5.02,87.77,98.27,79.64,77.15,4.73
4078,64.05,44.62,51.4,98.99,71.36,41.63,93.62,42.62,28.79,17.41
4079,98.63,13.69,45.67,48.35,36.83,53.18,89.09,9.75,76.84,19.91
4080,48.26,82.11,72.47,70.35,12.58,20.74,82.24,11.21,23.23,45.4
4081,4.9,56.29,76.66,43.24,80.86,39.32,65.29,98.3,75.64,52.99
4082,6.46,80.8,64.23,20.09,26.07,66.3,83.76,47.42,5.12,87.51
4083,38.04,33.16,7.68,99.28,26.37,58.97,39.51,7.6,9.21,8.67
4084,71.97,83.9,88.89,35.69,29.09,78.98,57.59,80.45,1.55,66.13
4085,39.27,27.51,25.18,81.06,25.8,1.27,42.88,78.35,17.66,45.34
4086,39.03,39.76,21.34,65.13,22.83,69.56,40.8,21.13,61.44,40.47
4087,40.22,17.75,30.84,23.01,86.87,59.35,10.05,63.04,28.03,84.98
4088,71.95,18.13,50.4,11.41,24.95,22.14,30.85,15.07,80.51,11.38
4089,64.71,25.27,5.78,10.7,15.3,40.19,64.81,4.24,0.49,2.18
4090,15.29,18.18,2.44,47.71,67.64,81.54,33.12,54.45,40.02,9.43
4091,18.14,97.5,93.88,12.49,10.92,99.75,81.36,29.31,86.91,12.62
4092,30.28,78.41,48.92,73.84,38.22,98.79,81.57,78.07,11.02,12.35
4093,33,3.57,39.22,85.19,69.93,36.98,55.81,46.33,77.04,48.08
4094,38.75,42.34,56.97,31.7,1.19,6.18,80.59,33.75,14.46,57.84
4095,65.39,73.06,56.22,61.48,52.57,73.67,75.97,37.84,20.54,14.71
4096,11.09,74.88,70.34,30.53,12.6,63.79,70.43,46.84,19.55,79.23
4097,9.2,67.98,17.21,69.95,81.03,88.76,23.34,73.33,81.25,30.96
4098,86.97,9.31,53.08,84.85,86.93,49.82,5.47,3.34,5.67,32.73
4099,93.89,8.8,87.21,99.01,30.39,5.44,12,85.54,89,2.13
4100,62.8,91.53,51.15,22.74,91.6,10.08,33.38,7.23,65.68,86.75
4101,55.74,46.9,92.69,1.85,56.42,97.03,85.57,97.61,36.1,90.92
4102,87.94,40.39,99.34,77.19,31.78,3.29,49.48,24.26,54.01,57.91
4103,85.9,1.85,23.56,81.1,23.33,27.43,16.47,12.5,23.29,21.43
4104,11.99,94.56,87.54,14.8,56.44,47.58,65.87,77.46,83.35,56.77
4105,64.42,0.5,32.23,96.88,55.32,89.66,26.04,60.26,88.77,88.72
4106,79.76,58.13,69.91,12.26,88.37,9.51,40.25,62.92,94.29,13.84
4107,70.33,92.18,29.96,12.91,97,78.84,15.49,44.43,37.27,10.2
4108,81.48,86.08,14.61,60.65,79.53,1.7,81.18,57.17,40.02,41.48
4109,0.05,36.13,6.02,93.11,59.15,35.92,97.93,75.39,60.44,22.06
4110,39.65,1.68,29.19,50.95,36.16,53.27,57.8,99.98,68.5,42.59
4111,86.52,55.21,74.13,86.15,80.08,13.14,12.73,42.79,29.65,79.7
4112,65.73,84.8,81.84,29.18,59.71,86.35,35.81,92.71,85.56,64.85
4113,29.82,27.63,68.6,47.85,74.31,31.08,95.21,7.63,25.06,24.48
4114,23.01,1.9,80.81,97.35,37.96,46.44,6.04,75.07,12.01,18.99
4115,95.65,72.97,51.85,85.11,1.77,8.94,98.44,26.65,36.01,15.22
4116,79.24,45.12,91.74,96.1,1.81,80.03,75.89,6.29,65.66,10.92
4117,95.39,65.88,78.39,72.24,39.16,25.17,33.85,76.28,6.92,61.59
4118,83.92,37.6,78.87,37.09,70.39,35.73,84.66,69.63,48.46,21.05
4119,21.59,2.63,64.96,77.75,23.27,74.44,90.63,32.74,54.7,28.25
4120,58.55,16.4,87.87,23.96,27.82,37.37,1.04,32.32,41.48,95.1
4121,49.45,46.33,16.52,53.99,34.48,72.8,8.03,57.03,87.29,0.66
4122,88.52,39.2,73.88,78.6,19.53,39.96,47.65,35.43,6.45,71.16
4123,58.63,29.19,67.05,6.23,96.55,35.91,16.38,54.68,33.31,34.44
4124,99.26,11.68,20.5,55,15.33,67.94,21.62,8.63,48.18,76.62
4125,73.18,24.96,67.82,21.26,4.82,87.36,73.09,48.51,99.4,89.21
4126,85.38,77.31,79.04,10.91,13.58,22.31,73.42,60.22,99.7,75.49
4127,33.63,27.65,41.72,76.05,36.01,27.58,12.03,22.1,2.62,51.53
4128,61.11,68.61,45.24,11.99,27.79,2.7,71.28,16.52,89.18,57.21
4129,5.55,92.32,18.22,25.19,82.66,84.52,42.56,63.4,26.8,70.77
4130,63.83,20.77,27.29,96.14,25.98,76.51,16.54,44.47,92.2,84.66
4131,0.78,41.08,88.86,42.69,4.09,90.27,5.56,56.91,2.93,83.29
4132,84.47,53.49,70.84,59.92,91.78,13.75,18.71,37.29,37.73,30.77
4133,82.52,65.27,38.49,61.01,98.46,45.72,61.92,31.18,1.24,40.4
4134,4.43,53.23,15.59,50.83,82.44,48.13,16.62,4.21,21.96,87.2
4135,27.1,82.72,8.26,50.6,18.5,41.95,60.22,49.67,2.46,76.9
4136,12.12,40,22.51,32.77,20.33,74.78,27.13,76.35,84.58,21.92
4137,90.62,20.41,92.53,82.18,38.45,93.47,3.29,60.67,25.12,45.92
4138,31.23,69,47.96,46.2,44,71.89,56.72,31.57,24.86,44.29
4139,9.67,56.78,14.22,95.44,49.76,39.63,91.94,61.6,7.96,68.76
4140,48.09,93,81.02,51.46,0.14,90.29,17.21,16.44,92.56,60.38
4141,25.49,34.99,31.09,2.36,5.18,32.9,31.5,15.93,14.7,70.21
4142,3.84,92.3,49.03,92.01,95.85,26.79,96.69,39.15,92.5,36.48
4143,29.95,72.31,86.61,52.95,81.55,48.62,88.64,8.67,99.3,52.3
4144,73.26,47.94,59.67,0.6,95.92,72.66,63.51,60.36,46.74,69.13
4145,68.54,77.57,91.61,19.09,92.2,87.54,60.36,69,74.16,40.63
4146,15.19,36.03,24.29,77.14,49.37,89.4,76.21,16.33,19.74,8.42
4147,40.2,95.62,20.26,64.13,88.6,76.03,68.77,58.2,94.72,18.13
4148,99.18,94.2,38.23,45.68,61.97,75.19,28.36,52.71,50.28,53.65
4149,0.52,46.85,57.91,81.36,7.2,27.61,94.88,46.82,25.06,31.97
4150,51.24,74.23,31.51,44.82,46.68,33.79,91.11,45.49,77.65,87.37
4151,96.55,49.75,77.98,35.53,39.04,18.2,46.3,79.58,97.26,18.66
4152,69.16,39.72,53.93,5.19,64.63,47.51,39.29,44.62,89.57,77.95
4153,3.63,22.33,88.99,84.51,76.72,45.78,95.82,79,94.61,53.75
4154,36.11,73.12,24.22,35.79,92.22,12.27,40.05,64.35,44.1,68.81
4155,34.89,68.21,16.88,16.9,72.48,65.87,58.25,23.8,57.77,93.72
4156,59.74,75.09,15.79,87.59,65.81,35.84,97.26,28.64,84.51,26.73
4157,44.51,54.7,22.06,54.03,64.17,55.47,88.35,78.83,59.71,75.16
4158,58.34,82.04,19.93,72.06,53.4,37.54,22.57,78.02,52.74,62.77
4159,39.53,54.25,1.37,27.39,17.81,54.51,58.26,55.07,27.78,59.92
4160,65.06,79.79,90.58,39.11,88.85,4.72,71.04,71.43,21.73,9.33
4161,73.9,33.53,76,0.03,75.92,17.25,48.57,67.38,91.07,18.4
4162,7.88,2.9,26.03,71.9,8.5,57.45,1.77,35.91,17.92,40.95
4163,13.89,22.51,49.91,28.21,79.45,19.54,52.61,28.4,28.48,9.01
4164,81.31,41.57,84.79,53.78,36.73,85.78,58.9,56.64,2.82,1
4165,97.29,43.27,44.51,98.94,3.27,14.12,25.85,48.85,95.5,81.49
4166,84.21,11.66,21.07,51.62,23.65,70.27,69,37.02,45.06,89.05
4167,44.55,30.9,96.63,0.15,79.29,23.35,60.33,41.86,5.68,60.77
4168,85.66,56.32,11.97,27.75,94.66,91.39,17.7,33.76,84.43,88.47
4169,40.65,83.46,58.47,73.37,38.23,41.18,1.85,49.58,11.39,99.45
4170,63.79,57.49,28.65,48.3,93.6,17.58,91.9,11.43,1.54,46.18
4171,2.48,95.35,20.13,93.68,54.66,67.86,98.3,82.31,93.63,29.35
4172,33.3,21.25,94.97,16.53,65.52,45.71,87.34,28.12,16.03,59.51
4173,36.62,12.75,58.4,75.86,10.39,64.54,44.47,43.72,35.25,34.44
4174,24.52,37.14,25.4,93.35,13.02,66.29,73.96,74.36,2.79,73.9
4175,53.73,59.52,41.22,77.04,1.45,10,99.19,25.99,91.32,65.16
4176,6.49,33.73,18.3,89.86,71.39,88.93,81.88,0.82,22.45,25.73
4177,87.32,51.69,48.9,83.45,91.98,18.34,93.02,15.75,15.82,29.32
4178,91.59,54.09,4.17,16.47,27.83,15.32,88.53,48.28,12.16,19.58
4179,52.58,29.88,38.13,86.54,92.11,68.91,72.16,85.81,29.68,99.85
4180,1.55,71.22,61.67,99.04,50.64,11.85,93.34,46.17,60.44,92.87
4181,78.42,51.77,68.76,53.19,79.69,24.2,35.56,89.34,18.08,74.23
4182,35.4,41.21,7.95,87.8,79.38,4.57,92.97,66.35,9.55,27.8
4183,41.02,21.77,29.69,56.53,72.72,2.91,65.72,69.23,43.27,32.26
4184,19.27,14.72,51.85,56.01,32.94,2.48,15.39,78.49,44.84,35.64
4185,92.61,57.84,77.75,55,33.82,17.64,22.79,94.14,81.6,0.09
4186,95.09,47.13,44.5,38.61,15.1,12.39,10.39,26.42,84.84,46.9
4187,94.67,4.95,71.89,61.14,37.73,22.41,1.79,97.79,11.95,26.61
4188,52.95,77.16,41.84,45.02,98.98,80.52,16.2,18.08,93.45,85.11
4189,24.87,7.15,32.03,71.62,51.03,20.9,10.9,65.24,1.34,77.13
4190,1.09,63.28,10.6,67.99,62.93,25.37,52.74,55.95,23.33,90.29
4191,23.85,65.28,90.33,53.28,73.37,11.2,53.21,21.72,7.73,83.49
4192,34.37,80.23,24.48,57.79,24.85,61.07,57.88,16.44,7.66,69.48
4193,48.08,15.62,84.9,6.11,10.94,5.83,92.52,18.9,76.52,36.49
4194,17.49,87.09,55.65,7.76,63.11,78.87,66.93,75.7,55.88,11.48
4195,62.52,56.22,34.49,23.6,78.09,25.73,32.83,2.85,59.31,87.65
4196,36.93,8.89,71.01,37.2,38.54,4.98,42.98,88.15,23.9,69.22
4197,19.38,8.75,25.64,59.85,97.41,15.69,20.09,8.4,18.12,11.3
4198,60.28,97.73,37.76,86.92,13.1,39.59,61.25,98.5,4.32,86.02
4199,74.31,42.99,75.58,49.04,9.55,46.08,56.12,25.02,94.55,79.09
4200,78.36,8.76,68.42,7.75,69.17,12.44,29.92,68.79,64.79,97.3
4201,69.19,39.2,2.45,13.39,68.08,67.47,50.75,16.94,42.98,37.29
4202,20.47,52.86,36.15,91.66,82.57,67.74,61.75,4.72,64.22,10.45
4203,97.44,99.79,57.05,17.98,71.63,13.1,6.29,28.37,21.52,98.18
4204,12.84,28.2,8.64,21.33,60.13,68.02,50.78,74.54,26.76,13.39
4205,97.19,25.7,98.26,57.51,2.66,40.3,96.88,96.72,46.48,98.47
4206,64.69,71.54,93.28,80.08,69.23,15.43,52.63,86.08,70.53,29.72
4207,72.81,98.73,58.36,53.06,44.11,22.62,5.86,36.8,94.05,88.4
4208,72.66,95.29,28.6,84.73,60.99,41.67,0.49,6.15,64.53,56.53
4209,82.01,96.08,31.92,20.81,3.46,82.05,23.87,11.18,37.43,21.77
4210,49.21,25.81,13.67,69.06,30.66,57.82,17.71,48.38,25.22,97.28
4211,11.28,57.19,73.62,74.17,4.33,94.78,98.88,77.63,60.6,52.1
4212,85.88,40.83,33.07,37.99,40.35,59.7,16.19,73.67,22.51,37.06
4213,42.16,87.84,38.49,54.14,99.38,72.06,53.07,47.31,35.13,10.08
4214,49.51,79.2,8.5,42.9,38.03,12.88,56.93,71.38,97.07,80.18
4215,54.09,69.46,25.35,49.01,96.52,91.6,46.54,60.54,76.36,67.47
4216,27.1,96.73,93.95,91.47,85.79,96.76,73.49,22.65,64.95,28.37
4217,6.27,34.2,20.22,40.78,22.18,44.21,31.47,73.28,31.5,45.41
4218,49.84,24.44,19.4,33.91,55.36,91.44,55.99,43.37,99.86,99.75
4219,33.32,74.08,60.28,15.43,83.78,24.68,73.83,92.42,68.15,43.63
4220,74.28,77.53,66.85,81.83,49.25,84.41,57.67,20.56,26.8,48.48
4221,35.72,70.68,13.56,43.32,3.08,64.51,13.17,36.35,35.21,92.34
4222,5.53,39.45,48.42,12.77,53.22,78.55,13.65,23.96,16.1,10.06
4223,66.83,18.1,63.15,4.27,63.05,97.22,14.89,12.32,86.71,94.1
4224,94.27,39.5,8.12,90.01,93.91,43.62,26.59,88.84,79.81,26.3
4225,93.99,58.43,20.71,95.29,46.62,30.97,59.95,72.94,21.22,57.91
4226,81.82,50.65,74.68,8.95,41.52,42.88,72.55,26.47,37.82,94.28
4227,66.97,17.08,88.65,41.17,78.2,41.53,48.1,89.5,96.48,50.7
4228,80.36,21.71,92.64,63.03,10.44,26.57,97.51,41.6,56.86,6.35
4229,50.29,98.85,79.88,53.76,26.55,55.18,73.08,54.03,97.6,10.48
4230,52.72,39.94,0.82,43.35,64.15,97.53,68.79,46.78,58.83,67.01
4231,38.22,68.87,7.43,27.54,47.43,43.62,6.71,45.42,0.81,96.68
4232,20.36,22.85,56.21,9.36,20.77,73.56,80.12,91.35,80.95,72.65
4233,33.36,55.08,71.58,70.29,93.67,37.35,36.92,20.01,61.92,2.42
4234,50.39,93.63,76.24,98.83,14.87,65.95,31.97,98.01,5.14,85.94
4235,77.42,27.77,3.81,51.95,59.68,73.01,7.32,5.38,61.57,93.15
4236,84.41,85.18,1.61,80.45,26.9,23.69,39.68,0.1,45.71,87.02
4237,73.12,31.43,39.53,13.99,88.39,77.78,25.79,51,93.75,48.22
4238,93.19,29.53,22.49,23.73,97.41,21.92,64.47,82.18,96.34,54.66
4239,83.49,79.15,77.48,1.28,61.4,54.46,63.14,95.42,66.45,3.93
4240,17.17,41.98,48.05,78.23,63.01,72.83,13.74,97.88,75.53,78.21
4241,95.52,53.66,43.42,70.3,97.06,65.62,68.23,45.78,91.97,72.46
4242,64.71,56.69,12.68,61.98,0.05,90.23,40.45,12.28,90.13,26.24
4243,13.12,60.64,65.05,70.02,59.93,34.53,17.41,47.55,15.51,46.62
4244,40.93,33.8,65.27,27.48,56.04,59.27,34.59,36.15,81.13,22.04
